X,cntry,gndr,nwspol,netustm,agea,eduyrs,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtdgcl,lrscale,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgdgr,rlgatnd,pray,gvrfgap,rfgfrpc,rfgbfml,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrenexp,wrdpimp,wrtcfl,clmthgt1,wrclmch,lklmten,gvsrdcc,inctxff,sbsrnen,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,lbenent,bennent,admub,ubpay,ubedu,ubunp,ub50pay,ub50edu,ub50unp,ub20pay,ub20edu,ub20unp,ubsppay,ubspedu,ubspunp,bnlwinc,eduunmp,wrkprbf,basinc,eusclbf,eudcnbf,lkuemp,lknemny,hhmmb,domicil,estsz,wkdcorga,iorgact,hinctnta,hincfel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
22403,IE,1,30,120,41,18,5,4,5,4,2,3,2,3,2,6,6,5,4,4,5,6,3,2,7,3,5,5,4,3,2,4,1,4,0,3,2,2,2,1,2,8,3,3,3,4,5,1,8,6,10,5,6,4,3,4,2,2,4,1,4,4,4,3,3,2,NA,3,2,6,3,4,4,3,4,4,6,7,5,NA,4,4,4,4,4,3,2,3,4,3,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,2,3,3,NA,2,2,1,1,4,3,2,6,6,6,4,5,5,6,4,4,3,5,5,5,3,3,5,4,4,3,5,3,4,4,6,4
24747,IL,1,120,NA,73,8,1,5,5,6,1,4,4,4,3,7,8,5,9,7,3,NA,3,8,9,7,7,9,5,4,2,4,1,5,0,4,2,2,8,6,10,10,5,1,4,2,4,1,10,5,5,4,1,5,4,4,5,5,5,2,5,5,3,2,2,4,NA,4,4,5,5,4,5,3,5,0,3,10,10,3,2,4,2,2,1,2,2,1,3,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,1,1,3,3,4,10,10,5,3,1,5,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
42412,SE,1,5,180,48,11,5,8,8,9,3,3,2,2,1,6,7,9,6,6,5,8,NA,7,5,5,7,5,5,4,1,4,2,4,8,4,3,4,6,7,5,10,5,4,4,3,4,1,10,9,3,3,1,4,2,4,2,4,4,3,4,4,2,3,2,2,NA,3,8,8,3,4,2,4,3,2,4,8,7,4,3,4,4,4,3,4,2,4,4,2,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,3,3,2,1,3,4,1,1,2,3,3,9,8,9,4,4,2,5,2,2,4,5,5,5,6,3,5,1,5,3,4,2,5,5,5,5
37761,PL,2,120,NA,66,11,2,9,10,8,2,3,3,3,3,8,6,7,2,2,8,8,NA,3,5,3,8,6,7,1,5,3,1,1,9,2,2,1,5,7,7,9,6,4,3,3,4,2,10,8,10,5,NA,2,4,4,2,3,5,1,5,5,4,5,3,3,NA,4,7,5,1,5,5,3,5,2,2,10,5,1,2,3,4,1,1,2,2,4,4,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,3,NA,2,4,3,NA,4,3,8,3,5,5,6,5,6,6,5,6,5,5,6,6,5,5,3,6,1,6,6,6,6
14469,FI,2,30,120,30,16,5,3,6,4,2,3,4,3,3,6,3,9,6,6,6,9,3,8,6,4,8,9,8,2,1,5,1,5,5,4,3,3,7,7,7,8,6,4,3,3,4,1,8,7,1,2,1,3,2,4,3,2,2,4,2,3,2,3,3,2,NA,4,3,6,2,4,4,3,4,4,6,6,6,4,3,2,4,3,4,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,3,2,2,2,2,2,5,4,1,1,9,3,4,3,5,3,5,5,4,5,5,5,5,5,4,3,4,3,2,6,5,4,5
34211,NL,2,15,240,37,17,5,1,5,3,4,2,2,2,2,4,8,5,4,4,7,8,NA,3,5,5,6,7,8,5,3,5,1,5,7,3,3,3,3,5,6,4,6,2,1,2,2,2,4,2,2,1,1,2,2,3,3,2,5,1,5,5,5,3,2,2,NA,3,6,4,5,5,4,4,9,3,3,10,10,4,2,3,3,3,4,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,3,3,2,4,4,1,3,3,0,0,1,2,6,4,4,6,4,6,5,5,5,5,5,5,5,5,2,4,6,5,4,4,5
21680,HU,1,90,NA,58,11,1,0,3,2,2,2,1,2,1,7,7,7,8,5,2,3,3,10,7,7,6,NA,5,4,3,5,5,1,5,3,1,1,5,2,5,5,2,3,1,NA,4,1,10,0,5,3,3,1,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,2,4,4,NA,NA,3,3,2,5,5,10,2,3,3,3,3,4,2,1,3,3,3,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,2,3,2,NA,1,1,1,3,1,10,10,NA,NA,5,4,4,5,3,4,3,4,2,5,6,4,5,5,4,3,3,4,4,4,4
41115,RU,2,10,NA,63,13,1,2,5,7,4,1,1,1,1,3,2,3,2,3,NA,5,NA,NA,5,6,NA,2,2,4,5,2,5,1,6,2,2,2,7,7,8,8,6,6,4,2,4,1,9,2,7,4,7,3,NA,3,2,4,NA,NA,NA,NA,NA,2,2,4,NA,2,NA,NA,4,4,2,4,9,2,2,9,7,2,4,4,2,3,3,2,2,4,2,3,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,3,3,3,NA,NA,NA,1,1,2,NA,7,8,1,2,4,3,4,3,4,4,3,4,5,4,5,5,3,4,3,5,5,5,5,4,3
42134,SE,1,45,NA,60,9,1,5,5,3,4,NA,1,1,1,2,2,2,0,0,5,5,NA,NA,5,0,3,6,5,5,1,3,3,4,NA,3,3,3,0,5,3,5,4,6,2,3,4,1,10,5,0,2,1,2,2,2,2,4,3,4,4,2,4,3,3,2,NA,2,3,3,1,3,3,2,2,NA,5,3,7,3,2,4,3,4,2,3,3,NA,NA,2,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,2,2,2,1,3,3,2,2,2,5,1,10,10,6,4,4,1,3,4,4,3,5,3,5,2,4,5,5,3,4,5,5,5,4,6,5
30544,IT,1,90,480,20,14,5,4,5,5,4,1,1,2,1,6,7,6,2,2,7,6,NA,10,4,4,4,6,6,4,1,5,2,2,7,3,1,1,5,4,5,8,7,6,4,3,5,1,6,8,0,2,2,1,3,3,1,1,5,NA,5,5,5,3,2,2,NA,3,6,5,4,5,3,2,9,6,5,8,5,3,4,4,3,2,2,3,2,4,5,3,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,2,3,2,2,2,3,NA,1,2,2,NA,NA,NA,NA,3,5,5,5,5,5,4,4,2,2,4,5,4,6,6,3,4,4,6,5,3,5
529,AT,2,45,90,39,21,5,5,5,3,2,2,3,2,5,2,4,2,5,3,4,7,4,5,3,3,7,0,2,5,1,5,1,5,3,4,3,3,7,7,7,10,6,4,3,3,5,1,10,10,5,2,2,1,4,5,2,2,5,1,5,5,4,1,3,1,NA,5,3,3,1,5,4,3,2,8,8,10,8,1,4,4,1,3,3,3,3,3,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,1,NA,3,5,5,10,0,9,4,6,3,4,5,5,6,5,5,4,4,6,4,5,6,6,1,4,6,6,6,4
79,AT,1,60,45,23,17,5,4,5,5,3,1,3,1,3,6,8,8,5,5,4,6,NA,3,5,4,5,7,8,3,2,4,3,2,4,3,2,2,3,0,1,7,6,3,4,3,4,1,7,4,6,3,6,3,4,3,1,1,5,1,5,5,3,2,3,2,NA,1,2,1,4,3,3,2,5,4,6,7,5,4,3,3,4,4,2,2,2,2,4,3,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,3,4,1,1,2,2,2,NA,3,2,NA,NA,NA,7,3,5,5,5,6,2,6,4,3,3,5,6,4,6,3,6,4,2,6,5,2,5
16759,FR,1,60,NA,60,11,2,2,7,3,1,5,3,3,3,2,6,2,1,6,2,7,2,7,1,1,2,4,5,5,1,5,1,1,2,3,3,3,5,2,2,6,4,2,3,4,3,1,7,5,1,1,1,5,5,1,2,3,4,2,4,4,4,3,3,3,NA,4,2,3,1,5,4,4,NA,6,4,3,2,4,2,1,1,4,4,3,2,1,5,3,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,1,3,2,2,2,2,NA,3,2,2,1,10,10,8,3,6,2,6,6,6,6,1,6,6,3,6,3,1,6,4,6,1,6,6,4,1
26549,IL,1,240,180,62,11,5,1,6,1,2,3,2,1,1,1,0,1,1,1,1,0,4,8,1,1,1,1,1,4,1,5,2,5,6,4,1,2,2,2,2,3,3,1,1,4,2,3,10,2,4,4,1,4,4,4,1,5,4,5,4,5,3,4,4,2,NA,4,8,6,5,5,3,4,10,2,2,10,9,1,1,1,3,1,3,2,2,4,3,2,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,1,3,4,4,2,0,0,1,1,6,4,6,5,4,5,6,5,6,5,6,5,4,5,4,5,4,5,4,6,5
10076,DE,2,90,420,34,20,5,5,2,3,2,3,4,3,4,6,9,8,0,4,4,5,NA,5,4,6,8,2,7,3,1,5,1,5,4,4,4,4,5,7,8,6,5,1,2,2,3,3,9,5,2,1,2,1,3,4,2,2,4,2,5,5,3,4,4,4,NA,4,0,0,2,4,4,3,NA,3,7,10,10,4,1,2,3,4,4,3,4,2,4,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,3,4,1,3,1,4,0,2,2,5,1,6,5,4,3,5,6,5,3,6,6,5,4,2,2,5,6,5,5,2
22958,IE,1,20,NA,44,14,3,4,5,7,4,1,1,1,1,0,0,6,0,0,0,NA,NA,NA,1,2,5,8,4,4,2,4,2,NA,NA,1,1,1,3,5,5,7,2,1,1,4,5,1,7,0,0,1,2,2,NA,4,NA,NA,4,1,4,3,NA,4,2,1,NA,2,1,NA,1,1,4,4,5,5,0,9,8,2,4,2,1,1,1,3,1,4,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,3,3,2,4,4,3,2,2,0,0,2,1,5,4,3,4,5,2,2,4,4,5,4,4,2,5,2,2,2,5,3,2,2
7448,CZ,2,60,240,59,NA,5,7,8,7,2,3,3,4,3,5,8,7,5,4,2,5,3,3,7,8,4,8,8,4,2,4,1,4,3,2,2,2,4,4,4,7,6,2,3,3,4,1,10,7,2,1,1,2,5,1,3,3,5,2,5,5,4,1,1,1,NA,2,3,3,3,4,2,4,NA,6,6,7,7,2,4,4,2,3,3,3,3,2,2,2,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,3,3,3,4,3,4,3,3,2,4,2,2,2,NA,3,6,4,4,6,6,5,5,6,6,4,6,4,4,4,4,6,6,6,4,4,4
28038,IS,1,90,240,51,15,5,8,7,7,3,2,2,2,2,5,7,8,3,4,3,6,NA,6,7,6,7,7,4,5,1,5,1,5,1,4,3,3,7,7,7,9,6,4,3,4,5,1,9,5,0,1,1,4,3,4,1,1,5,1,2,4,4,3,1,2,NA,4,3,3,3,4,4,4,2,1,1,9,8,2,4,4,2,2,2,3,2,3,3,3,NA,NA,NA,NA,NA,NA,4,4,1,NA,NA,NA,3,3,3,2,NA,NA,1,2,4,3,1,9,8,4,3,4,2,5,2,3,4,3,5,4,5,4,5,2,3,4,4,3,5,4,2,4
4378,CH,2,150,180,66,12,5,0,0,0,1,4,3,4,5,7,5,5,4,4,0,0,4,10,8,8,10,8,8,3,1,4,2,4,0,4,2,2,1,1,1,9,6,6,3,2,4,1,10,2,5,4,7,1,4,2,1,3,4,1,5,4,5,2,3,2,NA,2,5,3,2,5,4,1,2,8,8,5,5,4,2,2,3,3,4,3,3,3,3,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,NA,NA,NA,2,2,2,1,0,0,10,4,6,6,5,5,6,6,5,5,2,6,6,6,6,6,4,3,4,6,3,5,6
25000,IL,2,30,20,35,12,5,5,5,5,2,4,1,3,1,5,7,7,5,5,0,4,NA,8,7,6,6,4,8,4,2,4,2,4,NA,4,1,2,6,7,6,8,6,0,4,3,3,1,9,2,1,1,5,1,2,4,1,4,NA,1,5,NA,NA,5,3,3,NA,3,6,7,2,1,2,4,9,8,7,10,10,2,2,2,NA,2,2,2,3,4,4,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,2,NA,NA,3,3,3,5,NA,3,1,2,1,6,3,6,6,6,6,6,6,4,5,6,6,6,6,6,6,5,6,6,5,6
6918,CZ,2,30,120,52,13,4,7,6,6,3,1,1,2,1,4,5,4,3,4,4,4,NA,7,7,7,4,6,7,4,3,2,2,2,7,1,1,1,7,2,4,5,3,1,3,2,3,1,7,7,3,2,2,4,4,4,3,4,4,3,3,4,3,3,3,3,NA,3,1,6,5,5,3,3,5,7,6,3,4,4,3,3,3,4,4,1,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,2,2,3,3,2,2,1,2,2,5,4,2,3,4,5,5,5,6,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,4
11676,EE,1,5,NA,69,11,1,2,5,4,3,1,1,1,1,0,0,0,0,0,5,5,NA,NA,3,0,5,8,7,5,4,4,2,3,8,3,2,2,0,2,2,7,6,1,3,4,2,2,7,7,6,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,2,4,NA,3,3,10,9,NA,NA,NA,NA,NA,NA,3,3,4,4,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,4,NA,2,1,3,2,5,5,2,2,NA,NA,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,NA,5,5,NA,6,6,5,2
21188,HU,1,20,NA,37,12,3,3,4,6,2,3,2,2,2,5,6,7,6,6,5,6,NA,6,5,3,6,7,3,4,1,NA,NA,NA,7,2,1,1,6,3,5,7,3,2,3,3,4,1,7,6,2,5,5,4,NA,NA,2,4,2,1,4,4,2,4,3,2,NA,4,6,3,5,4,4,3,4,NA,NA,7,4,5,3,2,3,2,3,2,4,3,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,4,1,1,3,2,3,4,0,NA,3,5,4,5,6,4,3,4,4,5,5,5,4,3,5,4,5,5,4,5,5,5
12341,EE,2,180,NA,80,11,1,10,10,10,1,1,1,2,1,0,0,10,0,3,5,NA,3,6,3,0,0,7,3,5,1,1,5,1,3,2,1,1,0,0,0,10,4,3,2,4,4,2,0,0,10,2,7,1,2,4,1,5,4,2,4,3,3,1,1,3,NA,1,NA,NA,NA,NA,2,5,NA,0,0,10,10,NA,NA,NA,NA,1,1,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,2,NA,1,1,3,1,0,0,2,3,2,1,6,1,2,3,5,6,2,5,6,5,4,6,4,6,6,6,6,4,2
13096,ES,1,15,60,34,12,5,8,5,5,4,2,1,1,1,0,0,5,0,0,0,0,NA,NA,5,4,2,6,8,5,1,4,2,4,NA,2,3,NA,4,7,5,8,7,2,3,3,4,1,6,6,0,1,1,4,NA,4,3,3,NA,1,5,5,NA,3,3,2,NA,3,5,4,2,5,3,3,8,3,3,10,10,2,4,4,2,2,2,5,2,NA,NA,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,3,3,2,4,2,2,2,4,2,2,6,6,5,2,5,2,5,2,5,3,5,5,5,3,5,5,2,5,2,4,5,NA,5,5,3
14763,FI,1,60,240,32,17,5,8,8,8,2,2,2,3,2,6,6,9,6,6,5,5,3,8,6,5,5,7,6,4,1,4,2,3,2,4,2,2,4,4,3,9,5,2,2,4,4,1,8,2,1,2,1,1,4,2,2,3,5,5,4,4,4,3,4,2,NA,3,4,3,3,4,4,5,3,8,4,9,8,5,3,4,5,5,5,1,4,4,3,3,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,3,3,3,2,1,1,1,1,4,5,5,9,8,8,3,5,3,6,3,5,4,3,6,5,4,5,6,6,5,2,5,5,5,6,4,5
26405,IL,2,30,NA,60,16,1,5,7,6,3,2,1,1,1,5,3,5,6,6,5,5,NA,NA,4,5,3,5,6,5,1,1,1,1,5,4,3,2,6,6,6,8,2,1,1,4,5,1,10,10,6,3,2,2,3,2,2,5,4,4,4,4,4,2,2,4,NA,2,4,3,4,5,3,4,NA,3,3,8,9,2,2,3,2,3,4,5,4,4,3,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,3,2,3,5,2,0,0,1,1,6,5,5,5,4,5,5,4,5,4,5,4,5,5,5,6,5,5,6,5,5
33496,NL,1,180,120,46,14,5,8,8,7,2,3,1,4,2,9,9,9,8,8,7,7,3,5,8,8,8,7,8,2,1,5,1,5,7,3,3,3,6,6,6,9,7,4,4,3,4,1,9,6,0,1,1,3,NA,3,3,4,4,3,4,3,4,2,2,2,NA,2,6,3,2,5,4,3,1,7,6,8,7,2,4,4,2,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,3,2,2,2,1,2,1,1,1,10,10,2,3,4,2,3,4,4,5,3,5,4,4,5,4,4,4,3,4,3,5,4,2,5
24431,IE,2,60,300,19,13,5,5,4,9,4,3,2,3,2,4,5,4,0,0,2,8,NA,NA,5,7,7,7,4,1,2,1,2,2,4,2,2,1,3,4,5,5,6,4,4,2,4,NA,3,4,6,1,4,3,NA,2,2,1,2,3,2,2,1,3,3,3,NA,4,10,7,3,1,3,4,5,NA,8,7,7,2,2,1,3,4,1,1,3,3,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,2,4,2,4,5,2,2,2,7,NA,3,6,4,2,3,3,3,3,3,1,1,2,NA,1,2,NA,2,3,1,1,3,1
31418,LT,1,60,120,38,16,5,7,8,8,2,3,3,3,3,7,6,7,6,6,7,7,NA,5,7,6,9,7,7,4,2,4,2,4,8,4,4,4,8,8,8,9,5,3,3,2,4,1,8,7,6,3,2,4,2,4,1,1,5,3,5,5,5,1,1,1,NA,3,6,7,3,5,3,4,4,4,4,10,10,2,2,2,2,2,2,3,2,NA,2,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,2,3,2,3,2,4,1,1,1,5,2,6,6,6,3,4,5,4,4,4,5,4,4,4,4,5,4,4,5,4,5,4,4,6,6,5
5286,CH,1,20,30,24,9,5,2,7,4,3,3,3,3,3,7,8,8,6,5,4,4,2,7,9,8,9,10,9,3,1,4,3,1,2,2,2,2,7,7,7,9,4,3,4,3,5,1,9,6,3,2,2,3,3,2,2,3,5,3,5,5,5,2,2,3,NA,3,4,5,2,4,2,3,3,8,4,3,2,3,3,2,NA,4,4,3,2,2,2,3,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,2,1,NA,NA,1,1,2,2,1,3,3,3,3,5,2,5,6,4,5,6,5,5,6,6,4,4,5,6,6,5,6,5,3,4
42543,SE,1,240,600,42,12,5,5,8,4,3,2,2,2,2,2,4,7,1,1,3,6,NA,5,2,2,4,5,7,4,1,5,1,5,3,3,3,3,3,5,3,7,7,4,1,2,3,1,7,5,0,1,1,3,3,3,1,3,3,3,4,4,4,2,3,2,NA,3,5,6,3,4,3,4,7,4,6,7,7,2,2,4,2,3,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,3,3,2,1,1,2,1,1,2,3,3,8,6,8,4,4,3,5,3,2,3,3,3,2,5,4,6,2,3,3,3,3,5,3,2,6
16335,FR,2,30,NA,45,14,3,6,3,5,3,1,2,2,2,2,4,8,4,4,4,7,NA,7,6,4,4,9,8,5,1,5,1,5,8,3,1,3,0,0,0,9,6,1,3,3,3,2,8,6,6,3,1,1,5,3,2,4,4,4,5,5,3,2,2,2,NA,2,3,4,2,4,2,4,9,5,7,7,3,1,3,4,2,4,5,3,5,5,3,3,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,3,2,2,2,3,1,2,4,2,3,8,2,9,4,3,2,6,2,3,3,2,2,3,5,1,3,3,6,2,2,1,6,4,3,5
12213,EE,1,90,120,28,13,5,4,4,3,2,1,4,1,4,5,6,6,3,3,7,8,NA,6,3,3,3,5,7,5,5,2,4,3,10,3,1,2,3,8,4,7,5,4,3,3,4,1,8,10,3,2,2,1,5,4,1,5,5,4,4,2,1,4,3,1,NA,3,4,3,1,3,3,5,4,3,2,9,8,3,4,5,4,2,3,3,1,3,3,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,4,3,3,3,5,5,2,0,8,3,5,5,4,3,4,6,4,4,3,5,6,2,5,5,4,3,5,4,4,1,4
14643,FI,2,120,480,29,22,5,9,7,7,2,3,3,4,4,8,9,7,7,7,6,8,NA,3,3,3,7,8,9,4,1,5,1,5,6,4,4,4,8,10,10,9,6,3,2,3,5,1,8,4,5,1,1,4,3,5,1,3,4,2,4,4,2,2,2,1,NA,4,6,3,5,4,2,1,4,7,4,7,7,1,5,5,1,2,1,2,5,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,3,3,2,3,3,3,2,2,5,2,10,9,2,2,5,3,6,3,2,5,2,5,3,4,6,5,4,3,4,2,2,4,6,4,5
15873,FI,2,180,NA,76,9,1,5,6,NA,4,3,1,3,1,4,NA,9,7,5,5,5,NA,NA,4,5,NA,8,9,4,4,3,4,4,5,3,1,3,NA,8,7,7,5,2,2,2,3,1,9,8,8,2,6,4,2,5,NA,NA,3,3,3,3,3,NA,3,3,NA,3,6,8,4,2,3,4,NA,6,NA,8,8,3,2,4,4,4,4,3,5,4,2,3,NA,NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,3,3,NA,3,3,2,NA,2,1,2,1,0,0,6,3,5,6,6,2,6,2,6,5,5,4,5,6,4,6,1,6,5,6,6,6,6
1391,AT,2,120,NA,78,11,1,4,7,4,3,3,2,3,2,5,7,7,5,5,5,5,3,4,6,5,5,6,6,4,1,5,1,5,3,3,3,3,NA,5,5,9,6,3,3,3,3,2,9,9,4,3,1,4,2,4,1,2,4,1,4,4,4,4,3,2,NA,3,2,2,2,4,1,4,NA,4,2,10,10,1,4,4,2,1,1,5,1,NA,3,2,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,2,1,3,3,3,NA,1,NA,2,3,5,0,0,6,3,4,3,5,4,5,3,4,5,4,4,5,5,4,5,2,5,5,5,5,5,4
3675,BE,1,30,NA,47,5,2,2,5,0,4,1,1,1,1,7,7,7,5,5,5,5,NA,NA,6,7,6,8,8,4,4,1,4,1,5,3,3,3,7,8,6,9,5,3,5,3,2,3,7,5,9,4,7,3,1,5,1,1,5,3,5,5,4,4,2,2,NA,2,2,0,2,4,1,5,7,7,7,7,6,2,2,2,2,2,2,5,2,4,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,2,2,7,5,2,0,0,6,3,4,6,5,4,5,3,5,3,5,5,6,5,5,5,5,5,5,5,5,5,3
14996,FI,2,60,300,28,14,5,7,3,5,3,2,2,2,2,5,3,6,4,6,4,5,3,4,6,4,10,8,2,4,1,5,1,5,5,3,3,3,5,6,5,8,2,2,2,3,4,1,10,5,5,3,4,3,2,4,3,3,4,2,5,5,4,3,3,3,NA,4,2,2,3,4,3,3,4,4,3,7,7,2,4,5,2,3,3,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,3,3,3,3,4,2,2,3,3,2,6,0,6,3,5,2,6,3,6,5,3,6,6,6,6,6,4,6,5,6,4,6,6,5,6
4120,CH,1,120,NA,67,9,1,3,4,0,1,2,4,4,4,9,9,7,6,6,4,7,3,5,8,7,9,NA,6,4,2,4,2,4,5,3,2,1,10,8,10,1,4,0,1,3,2,1,1,5,10,4,6,2,4,4,1,2,3,4,5,5,2,3,1,3,NA,4,0,0,2,4,2,4,4,0,1,10,6,2,2,2,1,4,4,3,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,2,NA,2,NA,NA,4,4,1,2,1,0,0,1,1,5,5,NA,2,5,3,5,5,5,4,5,5,2,5,1,5,4,5,5,5,1
27408,IS,2,40,360,51,19,5,8,8,7,1,2,4,2,3,6,4,6,4,3,NA,5,NA,5,3,3,6,3,3,4,1,5,1,5,9,4,4,4,9,10,10,9,7,5,3,4,5,1,5,5,2,1,1,4,2,4,1,1,5,1,4,5,3,2,1,1,NA,3,2,6,4,3,2,5,2,1,3,10,9,1,2,2,1,1,2,4,2,NA,2,3,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,3,4,3,NA,NA,NA,2,2,5,3,3,10,9,8,4,4,1,6,1,3,5,5,6,2,4,5,5,2,4,2,1,3,6,5,1,4
26298,IL,2,15,180,NA,14,5,4,7,3,2,3,3,2,2,3,3,5,0,2,NA,NA,NA,8,5,3,5,5,5,3,2,4,5,2,3,4,2,1,8,6,7,7,6,2,NA,3,3,1,10,1,0,1,1,2,5,2,NA,2,1,1,2,2,1,4,4,4,NA,3,6,9,2,3,3,4,2,6,4,9,9,4,2,2,4,4,5,3,3,5,3,3,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,NA,3,3,3,2,NA,NA,3,2,2,5,3,8,7,8,3,2,3,4,5,5,5,2,2,3,6,6,6,6,4,3,2,3,4,5,4,3
27657,IS,1,30,480,49,16,5,9,5,8,2,3,3,3,3,8,7,10,6,5,4,10,3,7,9,9,10,5,6,5,1,2,1,5,3,4,4,2,8,9,9,9,6,3,4,4,3,2,10,5,8,2,5,2,4,3,1,2,5,1,5,1,5,1,1,1,NA,1,2,7,1,4,5,4,3,4,5,8,7,1,2,4,4,2,3,4,3,2,5,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,NA,NA,1,1,5,3,1,10,9,7,4,6,2,6,2,2,5,6,6,6,6,6,6,2,6,6,6,3,6,6,5,3
12215,EE,2,120,NA,84,11,1,7,10,5,4,2,1,2,1,3,5,8,1,2,8,8,NA,1,5,3,3,6,3,4,2,4,4,2,4,2,2,1,5,4,6,5,5,3,3,2,3,2,6,6,3,3,1,2,4,4,3,3,3,NA,2,2,3,4,2,4,NA,2,5,6,2,4,3,4,NA,2,4,8,8,4,2,2,4,2,2,2,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,2,3,3,4,1,2,1,5,3,6,1,1,2,2,2,5,2,4,2,5,4,5,4,2,5,2,5,2,4,2,5,5,5,5
